"num_dpt","date","nbr_entps","nbr_entps_sans_sal","nom_dpt.x","plus_50_ans","chom_actv","longue_duree","moins_25_ans","nbr_cae","name","mail","phone","address","city","postal_code","region","website","description","lon","lat"
"31",2012-10-01,506,880,"Haute-Garonne",18850,107740,41530,16680,5,"maison de l’initiative",NA,"05 34 63 81 10","52 rue Jacques Babinet ","Toulouse","31100","Midi-Pyrénées",NA,NA,1.4082407,43.5751437
"31",2012-10-01,506,880,"Haute-Garonne",18850,107740,41530,16680,5,"maison de l’initiative",NA,"05 34 63 81 10","7 rue Hermès","Ramonville-Saint-Agne","31520","Languedoc-Roussillon Midi-Pyré",NA,NA,1.4847317,43.5511611
"31",2012-10-01,506,880,"Haute-Garonne",18850,107740,41530,16680,5,"coop’action",NA,"05 62 19 11 06","73 Chemin Mange Pomme ","Ramonville Saint-Agne","31520","Midi-Pyrénées",NA,NA,1.4919041,43.5459888
"31",2012-10-01,506,880,"Haute-Garonne",18850,107740,41530,16680,5,"appuy-createurs",NA,"04 73 93 02 29","3 rue du Moulin","Bourbon-l'Archambault","3160","Auvergne",NA,NA,3.0573238,46.5864246
"31",2012-10-01,506,880,"Haute-Garonne",18850,107740,41530,16680,5,"bge coop haute-garonne",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2012-11-01,452,798,"Haute-Garonne",19040,108350,42210,16640,5,"bge coop",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de la Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2012-11-01,452,798,"Haute-Garonne",19040,108350,42210,16640,5,"maison de l’initiative",NA,"05 34 63 81 10","52 rue Jacques Babinet ","Toulouse","31100","Midi-Pyrénées",NA,NA,1.4082407,43.5751437
"31",2012-11-01,452,798,"Haute-Garonne",19040,108350,42210,16640,5,"maison de l’initiative",NA,"05 34 63 81 10","7 rue Hermès","Ramonville-Saint-Agne","31520","Languedoc-Roussillon Midi-Pyré",NA,NA,1.4847317,43.5511611
"31",2012-11-01,452,798,"Haute-Garonne",19040,108350,42210,16640,5,"coop’action",NA,"05 62 19 11 06","73 Chemin Mange Pomme ","Ramonville Saint-Agne","31520","Midi-Pyrénées",NA,NA,1.4919041,43.5459888
"31",2012-11-01,452,798,"Haute-Garonne",19040,108350,42210,16640,5,"appuy-createurs",NA,"04 73 93 02 29","3 rue du Moulin","Bourbon-l'Archambault","3160","Auvergne",NA,NA,3.0573238,46.5864246
"31",2012-11-01,452,798,"Haute-Garonne",19040,108350,42210,16640,5,"bge coop haute-garonne",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2012-12-01,262,533,"Haute-Garonne",19120,108740,42820,16870,5,"bge coop",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de la Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2012-12-01,262,533,"Haute-Garonne",19120,108740,42820,16870,5,"maison de l’initiative",NA,"05 34 63 81 10","52 rue Jacques Babinet ","Toulouse","31100","Midi-Pyrénées",NA,NA,1.4082407,43.5751437
"31",2012-12-01,262,533,"Haute-Garonne",19120,108740,42820,16870,5,"maison de l’initiative",NA,"05 34 63 81 10","7 rue Hermès","Ramonville-Saint-Agne","31520","Languedoc-Roussillon Midi-Pyré",NA,NA,1.4847317,43.5511611
"31",2012-12-01,262,533,"Haute-Garonne",19120,108740,42820,16870,5,"coop’action",NA,"05 62 19 11 06","73 Chemin Mange Pomme ","Ramonville Saint-Agne","31520","Midi-Pyrénées",NA,NA,1.4919041,43.5459888
"31",2012-12-01,262,533,"Haute-Garonne",19120,108740,42820,16870,5,"appuy-createurs",NA,"04 73 93 02 29","3 rue du Moulin","Bourbon-l'Archambault","3160","Auvergne",NA,NA,3.0573238,46.5864246
"31",2012-12-01,262,533,"Haute-Garonne",19120,108740,42820,16870,5,"bge coop haute-garonne",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-01-01,446,836,"Haute-Garonne",19440,110160,43140,17240,5,"bge coop",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de la Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-01-01,446,836,"Haute-Garonne",19440,110160,43140,17240,5,"maison de l’initiative",NA,"05 34 63 81 10","52 rue Jacques Babinet ","Toulouse","31100","Midi-Pyrénées",NA,NA,1.4082407,43.5751437
"31",2013-01-01,446,836,"Haute-Garonne",19440,110160,43140,17240,5,"maison de l’initiative",NA,"05 34 63 81 10","7 rue Hermès","Ramonville-Saint-Agne","31520","Languedoc-Roussillon Midi-Pyré",NA,NA,1.4847317,43.5511611
"31",2013-01-01,446,836,"Haute-Garonne",19440,110160,43140,17240,5,"coop’action",NA,"05 62 19 11 06","73 Chemin Mange Pomme ","Ramonville Saint-Agne","31520","Midi-Pyrénées",NA,NA,1.4919041,43.5459888
"31",2013-01-01,446,836,"Haute-Garonne",19440,110160,43140,17240,5,"appuy-createurs",NA,"04 73 93 02 29","3 rue du Moulin","Bourbon-l'Archambault","3160","Auvergne",NA,NA,3.0573238,46.5864246
"31",2013-01-01,446,836,"Haute-Garonne",19440,110160,43140,17240,5,"bge coop haute-garonne",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-02-01,403,853,"Haute-Garonne",19710,111120,43720,17300,5,"bge coop",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de la Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-02-01,403,853,"Haute-Garonne",19710,111120,43720,17300,5,"maison de l’initiative",NA,"05 34 63 81 10","52 rue Jacques Babinet ","Toulouse","31100","Midi-Pyrénées",NA,NA,1.4082407,43.5751437
"31",2013-02-01,403,853,"Haute-Garonne",19710,111120,43720,17300,5,"maison de l’initiative",NA,"05 34 63 81 10","7 rue Hermès","Ramonville-Saint-Agne","31520","Languedoc-Roussillon Midi-Pyré",NA,NA,1.4847317,43.5511611
"31",2013-02-01,403,853,"Haute-Garonne",19710,111120,43720,17300,5,"coop’action",NA,"05 62 19 11 06","73 Chemin Mange Pomme ","Ramonville Saint-Agne","31520","Midi-Pyrénées",NA,NA,1.4919041,43.5459888
"31",2013-02-01,403,853,"Haute-Garonne",19710,111120,43720,17300,5,"appuy-createurs",NA,"04 73 93 02 29","3 rue du Moulin","Bourbon-l'Archambault","3160","Auvergne",NA,NA,3.0573238,46.5864246
"31",2013-02-01,403,853,"Haute-Garonne",19710,111120,43720,17300,5,"bge coop haute-garonne",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-03-01,472,812,"Haute-Garonne",19940,112220,44260,17380,5,"bge coop",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de la Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-03-01,472,812,"Haute-Garonne",19940,112220,44260,17380,5,"maison de l’initiative",NA,"05 34 63 81 10","52 rue Jacques Babinet ","Toulouse","31100","Midi-Pyrénées",NA,NA,1.4082407,43.5751437
"31",2013-03-01,472,812,"Haute-Garonne",19940,112220,44260,17380,5,"maison de l’initiative",NA,"05 34 63 81 10","7 rue Hermès","Ramonville-Saint-Agne","31520","Languedoc-Roussillon Midi-Pyré",NA,NA,1.4847317,43.5511611
"31",2013-03-01,472,812,"Haute-Garonne",19940,112220,44260,17380,5,"coop’action",NA,"05 62 19 11 06","73 Chemin Mange Pomme ","Ramonville Saint-Agne","31520","Midi-Pyrénées",NA,NA,1.4919041,43.5459888
"31",2013-03-01,472,812,"Haute-Garonne",19940,112220,44260,17380,5,"appuy-createurs",NA,"04 73 93 02 29","3 rue du Moulin","Bourbon-l'Archambault","3160","Auvergne",NA,NA,3.0573238,46.5864246
"31",2013-03-01,472,812,"Haute-Garonne",19940,112220,44260,17380,5,"bge coop haute-garonne",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-04-01,458,809,"Haute-Garonne",20210,113030,44730,17490,5,"bge coop",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de la Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-04-01,458,809,"Haute-Garonne",20210,113030,44730,17490,5,"maison de l’initiative",NA,"05 34 63 81 10","52 rue Jacques Babinet ","Toulouse","31100","Midi-Pyrénées",NA,NA,1.4082407,43.5751437
"31",2013-04-01,458,809,"Haute-Garonne",20210,113030,44730,17490,5,"maison de l’initiative",NA,"05 34 63 81 10","7 rue Hermès","Ramonville-Saint-Agne","31520","Languedoc-Roussillon Midi-Pyré",NA,NA,1.4847317,43.5511611
"31",2013-04-01,458,809,"Haute-Garonne",20210,113030,44730,17490,5,"coop’action",NA,"05 62 19 11 06","73 Chemin Mange Pomme ","Ramonville Saint-Agne","31520","Midi-Pyrénées",NA,NA,1.4919041,43.5459888
"31",2013-04-01,458,809,"Haute-Garonne",20210,113030,44730,17490,5,"appuy-createurs",NA,"04 73 93 02 29","3 rue du Moulin","Bourbon-l'Archambault","3160","Auvergne",NA,NA,3.0573238,46.5864246
"31",2013-04-01,458,809,"Haute-Garonne",20210,113030,44730,17490,5,"bge coop haute-garonne",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-05-01,431,647,"Haute-Garonne",20400,113050,44830,17330,5,"bge coop",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de la Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-05-01,431,647,"Haute-Garonne",20400,113050,44830,17330,5,"maison de l’initiative",NA,"05 34 63 81 10","52 rue Jacques Babinet ","Toulouse","31100","Midi-Pyrénées",NA,NA,1.4082407,43.5751437
"31",2013-05-01,431,647,"Haute-Garonne",20400,113050,44830,17330,5,"maison de l’initiative",NA,"05 34 63 81 10","7 rue Hermès","Ramonville-Saint-Agne","31520","Languedoc-Roussillon Midi-Pyré",NA,NA,1.4847317,43.5511611
"31",2013-05-01,431,647,"Haute-Garonne",20400,113050,44830,17330,5,"coop’action",NA,"05 62 19 11 06","73 Chemin Mange Pomme ","Ramonville Saint-Agne","31520","Midi-Pyrénées",NA,NA,1.4919041,43.5459888
"31",2013-05-01,431,647,"Haute-Garonne",20400,113050,44830,17330,5,"appuy-createurs",NA,"04 73 93 02 29","3 rue du Moulin","Bourbon-l'Archambault","3160","Auvergne",NA,NA,3.0573238,46.5864246
"31",2013-05-01,431,647,"Haute-Garonne",20400,113050,44830,17330,5,"bge coop haute-garonne",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-06-01,457,664,"Haute-Garonne",20640,113530,45550,17430,5,"bge coop",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de la Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-06-01,457,664,"Haute-Garonne",20640,113530,45550,17430,5,"maison de l’initiative",NA,"05 34 63 81 10","52 rue Jacques Babinet ","Toulouse","31100","Midi-Pyrénées",NA,NA,1.4082407,43.5751437
"31",2013-06-01,457,664,"Haute-Garonne",20640,113530,45550,17430,5,"maison de l’initiative",NA,"05 34 63 81 10","7 rue Hermès","Ramonville-Saint-Agne","31520","Languedoc-Roussillon Midi-Pyré",NA,NA,1.4847317,43.5511611
"31",2013-06-01,457,664,"Haute-Garonne",20640,113530,45550,17430,5,"coop’action",NA,"05 62 19 11 06","73 Chemin Mange Pomme ","Ramonville Saint-Agne","31520","Midi-Pyrénées",NA,NA,1.4919041,43.5459888
"31",2013-06-01,457,664,"Haute-Garonne",20640,113530,45550,17430,5,"appuy-createurs",NA,"04 73 93 02 29","3 rue du Moulin","Bourbon-l'Archambault","3160","Auvergne",NA,NA,3.0573238,46.5864246
"31",2013-06-01,457,664,"Haute-Garonne",20640,113530,45550,17430,5,"bge coop haute-garonne",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-07-01,434,672,"Haute-Garonne",20920,114610,46330,17500,5,"bge coop",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de la Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-07-01,434,672,"Haute-Garonne",20920,114610,46330,17500,5,"maison de l’initiative",NA,"05 34 63 81 10","52 rue Jacques Babinet ","Toulouse","31100","Midi-Pyrénées",NA,NA,1.4082407,43.5751437
"31",2013-07-01,434,672,"Haute-Garonne",20920,114610,46330,17500,5,"maison de l’initiative",NA,"05 34 63 81 10","7 rue Hermès","Ramonville-Saint-Agne","31520","Languedoc-Roussillon Midi-Pyré",NA,NA,1.4847317,43.5511611
"31",2013-07-01,434,672,"Haute-Garonne",20920,114610,46330,17500,5,"coop’action",NA,"05 62 19 11 06","73 Chemin Mange Pomme ","Ramonville Saint-Agne","31520","Midi-Pyrénées",NA,NA,1.4919041,43.5459888
"31",2013-07-01,434,672,"Haute-Garonne",20920,114610,46330,17500,5,"appuy-createurs",NA,"04 73 93 02 29","3 rue du Moulin","Bourbon-l'Archambault","3160","Auvergne",NA,NA,3.0573238,46.5864246
"31",2013-07-01,434,672,"Haute-Garonne",20920,114610,46330,17500,5,"bge coop haute-garonne",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-08-01,352,547,"Haute-Garonne",20930,113930,46240,17150,5,"bge coop",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de la Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-08-01,352,547,"Haute-Garonne",20930,113930,46240,17150,5,"maison de l’initiative",NA,"05 34 63 81 10","52 rue Jacques Babinet ","Toulouse","31100","Midi-Pyrénées",NA,NA,1.4082407,43.5751437
"31",2013-08-01,352,547,"Haute-Garonne",20930,113930,46240,17150,5,"maison de l’initiative",NA,"05 34 63 81 10","7 rue Hermès","Ramonville-Saint-Agne","31520","Languedoc-Roussillon Midi-Pyré",NA,NA,1.4847317,43.5511611
"31",2013-08-01,352,547,"Haute-Garonne",20930,113930,46240,17150,5,"coop’action",NA,"05 62 19 11 06","73 Chemin Mange Pomme ","Ramonville Saint-Agne","31520","Midi-Pyrénées",NA,NA,1.4919041,43.5459888
"31",2013-08-01,352,547,"Haute-Garonne",20930,113930,46240,17150,5,"appuy-createurs",NA,"04 73 93 02 29","3 rue du Moulin","Bourbon-l'Archambault","3160","Auvergne",NA,NA,3.0573238,46.5864246
"31",2013-08-01,352,547,"Haute-Garonne",20930,113930,46240,17150,5,"bge coop haute-garonne",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-09-01,450,773,"Haute-Garonne",21320,116020,46630,17640,5,"bge coop",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de la Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-09-01,450,773,"Haute-Garonne",21320,116020,46630,17640,5,"maison de l’initiative",NA,"05 34 63 81 10","52 rue Jacques Babinet ","Toulouse","31100","Midi-Pyrénées",NA,NA,1.4082407,43.5751437
"31",2013-09-01,450,773,"Haute-Garonne",21320,116020,46630,17640,5,"maison de l’initiative",NA,"05 34 63 81 10","7 rue Hermès","Ramonville-Saint-Agne","31520","Languedoc-Roussillon Midi-Pyré",NA,NA,1.4847317,43.5511611
"31",2013-09-01,450,773,"Haute-Garonne",21320,116020,46630,17640,5,"coop’action",NA,"05 62 19 11 06","73 Chemin Mange Pomme ","Ramonville Saint-Agne","31520","Midi-Pyrénées",NA,NA,1.4919041,43.5459888
"31",2013-09-01,450,773,"Haute-Garonne",21320,116020,46630,17640,5,"appuy-createurs",NA,"04 73 93 02 29","3 rue du Moulin","Bourbon-l'Archambault","3160","Auvergne",NA,NA,3.0573238,46.5864246
"31",2013-09-01,450,773,"Haute-Garonne",21320,116020,46630,17640,5,"bge coop haute-garonne",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-10-01,442,847,"Haute-Garonne",21550,117090,47430,17900,5,"bge coop",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de la Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-10-01,442,847,"Haute-Garonne",21550,117090,47430,17900,5,"maison de l’initiative",NA,"05 34 63 81 10","52 rue Jacques Babinet ","Toulouse","31100","Midi-Pyrénées",NA,NA,1.4082407,43.5751437
"31",2013-10-01,442,847,"Haute-Garonne",21550,117090,47430,17900,5,"maison de l’initiative",NA,"05 34 63 81 10","7 rue Hermès","Ramonville-Saint-Agne","31520","Languedoc-Roussillon Midi-Pyré",NA,NA,1.4847317,43.5511611
"31",2013-10-01,442,847,"Haute-Garonne",21550,117090,47430,17900,5,"coop’action",NA,"05 62 19 11 06","73 Chemin Mange Pomme ","Ramonville Saint-Agne","31520","Midi-Pyrénées",NA,NA,1.4919041,43.5459888
"31",2013-10-01,442,847,"Haute-Garonne",21550,117090,47430,17900,5,"appuy-createurs",NA,"04 73 93 02 29","3 rue du Moulin","Bourbon-l'Archambault","3160","Auvergne",NA,NA,3.0573238,46.5864246
"31",2013-10-01,442,847,"Haute-Garonne",21550,117090,47430,17900,5,"bge coop haute-garonne",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-11-01,406,791,"Haute-Garonne",21730,117200,47810,17640,5,"bge coop",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de la Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-11-01,406,791,"Haute-Garonne",21730,117200,47810,17640,5,"maison de l’initiative",NA,"05 34 63 81 10","52 rue Jacques Babinet ","Toulouse","31100","Midi-Pyrénées",NA,NA,1.4082407,43.5751437
"31",2013-11-01,406,791,"Haute-Garonne",21730,117200,47810,17640,5,"maison de l’initiative",NA,"05 34 63 81 10","7 rue Hermès","Ramonville-Saint-Agne","31520","Languedoc-Roussillon Midi-Pyré",NA,NA,1.4847317,43.5511611
"31",2013-11-01,406,791,"Haute-Garonne",21730,117200,47810,17640,5,"coop’action",NA,"05 62 19 11 06","73 Chemin Mange Pomme ","Ramonville Saint-Agne","31520","Midi-Pyrénées",NA,NA,1.4919041,43.5459888
"31",2013-11-01,406,791,"Haute-Garonne",21730,117200,47810,17640,5,"appuy-createurs",NA,"04 73 93 02 29","3 rue du Moulin","Bourbon-l'Archambault","3160","Auvergne",NA,NA,3.0573238,46.5864246
"31",2013-11-01,406,791,"Haute-Garonne",21730,117200,47810,17640,5,"bge coop haute-garonne",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-12-01,503,748,"Haute-Garonne",21980,117910,48480,17560,5,"bge coop",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de la Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2013-12-01,503,748,"Haute-Garonne",21980,117910,48480,17560,5,"maison de l’initiative",NA,"05 34 63 81 10","52 rue Jacques Babinet ","Toulouse","31100","Midi-Pyrénées",NA,NA,1.4082407,43.5751437
"31",2013-12-01,503,748,"Haute-Garonne",21980,117910,48480,17560,5,"maison de l’initiative",NA,"05 34 63 81 10","7 rue Hermès","Ramonville-Saint-Agne","31520","Languedoc-Roussillon Midi-Pyré",NA,NA,1.4847317,43.5511611
"31",2013-12-01,503,748,"Haute-Garonne",21980,117910,48480,17560,5,"coop’action",NA,"05 62 19 11 06","73 Chemin Mange Pomme ","Ramonville Saint-Agne","31520","Midi-Pyrénées",NA,NA,1.4919041,43.5459888
"31",2013-12-01,503,748,"Haute-Garonne",21980,117910,48480,17560,5,"appuy-createurs",NA,"04 73 93 02 29","3 rue du Moulin","Bourbon-l'Archambault","3160","Auvergne",NA,NA,3.0573238,46.5864246
"31",2013-12-01,503,748,"Haute-Garonne",21980,117910,48480,17560,5,"bge coop haute-garonne",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2014-01-01,468,1015,"Haute-Garonne",22270,118840,48720,17620,5,"bge coop",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de la Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2014-01-01,468,1015,"Haute-Garonne",22270,118840,48720,17620,5,"maison de l’initiative",NA,"05 34 63 81 10","52 rue Jacques Babinet ","Toulouse","31100","Midi-Pyrénées",NA,NA,1.4082407,43.5751437
"31",2014-01-01,468,1015,"Haute-Garonne",22270,118840,48720,17620,5,"maison de l’initiative",NA,"05 34 63 81 10","7 rue Hermès","Ramonville-Saint-Agne","31520","Languedoc-Roussillon Midi-Pyré",NA,NA,1.4847317,43.5511611
"31",2014-01-01,468,1015,"Haute-Garonne",22270,118840,48720,17620,5,"coop’action",NA,"05 62 19 11 06","73 Chemin Mange Pomme ","Ramonville Saint-Agne","31520","Midi-Pyrénées",NA,NA,1.4919041,43.5459888
"31",2014-01-01,468,1015,"Haute-Garonne",22270,118840,48720,17620,5,"appuy-createurs",NA,"04 73 93 02 29","3 rue du Moulin","Bourbon-l'Archambault","3160","Auvergne",NA,NA,3.0573238,46.5864246
"31",2014-01-01,468,1015,"Haute-Garonne",22270,118840,48720,17620,5,"bge coop haute-garonne",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2014-02-01,352,818,"Haute-Garonne",22520,119360,49030,17630,5,"bge coop",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de la Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2014-02-01,352,818,"Haute-Garonne",22520,119360,49030,17630,5,"maison de l’initiative",NA,"05 34 63 81 10","52 rue Jacques Babinet ","Toulouse","31100","Midi-Pyrénées",NA,NA,1.4082407,43.5751437
"31",2014-02-01,352,818,"Haute-Garonne",22520,119360,49030,17630,5,"maison de l’initiative",NA,"05 34 63 81 10","7 rue Hermès","Ramonville-Saint-Agne","31520","Languedoc-Roussillon Midi-Pyré",NA,NA,1.4847317,43.5511611
"31",2014-02-01,352,818,"Haute-Garonne",22520,119360,49030,17630,5,"coop’action",NA,"05 62 19 11 06","73 Chemin Mange Pomme ","Ramonville Saint-Agne","31520","Midi-Pyrénées",NA,NA,1.4919041,43.5459888
"31",2014-02-01,352,818,"Haute-Garonne",22520,119360,49030,17630,5,"appuy-createurs",NA,"04 73 93 02 29","3 rue du Moulin","Bourbon-l'Archambault","3160","Auvergne",NA,NA,3.0573238,46.5864246
"31",2014-02-01,352,818,"Haute-Garonne",22520,119360,49030,17630,5,"bge coop haute-garonne",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2014-03-01,412,787,"Haute-Garonne",22820,119930,49620,17540,5,"bge coop",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de la Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2014-03-01,412,787,"Haute-Garonne",22820,119930,49620,17540,5,"maison de l’initiative",NA,"05 34 63 81 10","52 rue Jacques Babinet ","Toulouse","31100","Midi-Pyrénées",NA,NA,1.4082407,43.5751437
"31",2014-03-01,412,787,"Haute-Garonne",22820,119930,49620,17540,5,"maison de l’initiative",NA,"05 34 63 81 10","7 rue Hermès","Ramonville-Saint-Agne","31520","Languedoc-Roussillon Midi-Pyré",NA,NA,1.4847317,43.5511611
"31",2014-03-01,412,787,"Haute-Garonne",22820,119930,49620,17540,5,"coop’action",NA,"05 62 19 11 06","73 Chemin Mange Pomme ","Ramonville Saint-Agne","31520","Midi-Pyrénées",NA,NA,1.4919041,43.5459888
"31",2014-03-01,412,787,"Haute-Garonne",22820,119930,49620,17540,5,"appuy-createurs",NA,"04 73 93 02 29","3 rue du Moulin","Bourbon-l'Archambault","3160","Auvergne",NA,NA,3.0573238,46.5864246
"31",2014-03-01,412,787,"Haute-Garonne",22820,119930,49620,17540,5,"bge coop haute-garonne",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2014-04-01,460,813,"Haute-Garonne",23060,120600,49870,17710,5,"bge coop",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de la Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2014-04-01,460,813,"Haute-Garonne",23060,120600,49870,17710,5,"maison de l’initiative",NA,"05 34 63 81 10","52 rue Jacques Babinet ","Toulouse","31100","Midi-Pyrénées",NA,NA,1.4082407,43.5751437
"31",2014-04-01,460,813,"Haute-Garonne",23060,120600,49870,17710,5,"maison de l’initiative",NA,"05 34 63 81 10","7 rue Hermès","Ramonville-Saint-Agne","31520","Languedoc-Roussillon Midi-Pyré",NA,NA,1.4847317,43.5511611
"31",2014-04-01,460,813,"Haute-Garonne",23060,120600,49870,17710,5,"coop’action",NA,"05 62 19 11 06","73 Chemin Mange Pomme ","Ramonville Saint-Agne","31520","Midi-Pyrénées",NA,NA,1.4919041,43.5459888
"31",2014-04-01,460,813,"Haute-Garonne",23060,120600,49870,17710,5,"appuy-createurs",NA,"04 73 93 02 29","3 rue du Moulin","Bourbon-l'Archambault","3160","Auvergne",NA,NA,3.0573238,46.5864246
"31",2014-04-01,460,813,"Haute-Garonne",23060,120600,49870,17710,5,"bge coop haute-garonne",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2014-05-01,464,592,"Haute-Garonne",23250,121580,50390,17720,5,"bge coop",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de la Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
"31",2014-05-01,464,592,"Haute-Garonne",23250,121580,50390,17720,5,"maison de l’initiative",NA,"05 34 63 81 10","52 rue Jacques Babinet ","Toulouse","31100","Midi-Pyrénées",NA,NA,1.4082407,43.5751437
"31",2014-05-01,464,592,"Haute-Garonne",23250,121580,50390,17720,5,"maison de l’initiative",NA,"05 34 63 81 10","7 rue Hermès","Ramonville-Saint-Agne","31520","Languedoc-Roussillon Midi-Pyré",NA,NA,1.4847317,43.5511611
"31",2014-05-01,464,592,"Haute-Garonne",23250,121580,50390,17720,5,"coop’action",NA,"05 62 19 11 06","73 Chemin Mange Pomme ","Ramonville Saint-Agne","31520","Midi-Pyrénées",NA,NA,1.4919041,43.5459888
"31",2014-05-01,464,592,"Haute-Garonne",23250,121580,50390,17720,5,"appuy-createurs",NA,"04 73 93 02 29","3 rue du Moulin","Bourbon-l'Archambault","3160","Auvergne",NA,NA,3.0573238,46.5864246
"31",2014-05-01,464,592,"Haute-Garonne",23250,121580,50390,17720,5,"bge coop haute-garonne",NA,"05 61 61 45 00","3 Chemin du Pigeonnier de Cepière","Toulouse","31100","Occitanie",NA,NA,1.4003247,43.5854958
